,sair_adi,baslik,siir_link,siir
577,Yusuf Tuna,Aşk imkansız olan şeyi mümkün kılar,https://www.antoloji.com/ask-imkansiz-olan-seyi-mumkun-kilar-siiri/,"Sizler sakın ola aşk deyip geçmeyin, Aşk imkansız olan şeyi mümkün kılar. Bunu bilmeden aşka kucak açmayın, Aşk imkansız olan şeyi mümkün kılar.Aşk kutsal bir nesne ihmale gelmez, Aşkın gücünü sevenler bile bilmez. Aşk öyle duygudur ki tarifi olmaz, Aşk imkansız olan şeyi mümkün kılar.Aşk Haktan gelir insanoğluna haktır, Özde aşk acısına neylesin doktor?  Aşkın başaramayacı iş yoktur, Aşk imkansız olan şeyi mümkün kılar.Gönlümüz petek bizler aşkın balıyız, Dünyada bizler aşkın birer kuluyuz. Aşka gereken önemi vermeliyiz, Aşk imkansız olan şeyi mümkün kılar.Yusuf aşkı gönlüne hapset gel etme, Aşka mahkum ol aşkı bırakıp gitme. Aşkını sağlam tut sakın ha kaybetme, Aşk imkansız olan şeyi mümkün kılar.   Yusuf TunaKayıt Tarihi : 1.7.2013 20:05:00"
578,Ertürk Demirci,Aşk Kervanı,https://www.antoloji.com/ask-kervani-3-siiri/,"Gerçek sevgiyi ararken Geçip gitti aşk kervanı Burda mı, şurda mı? derken Geçip gitti aşk kervanı.Ayaklarım yaya kaldı Günlerimiz saya kaldı Sevdamız Allah’a kaldı Geçip gitti aşk kervanı.Bahar olsun da güz olsun Hazanda olmaz, yaz olsun Kapalı yollar düz olsun Geçip gitti aşk kervanı.El sözüne kandık bazen Aşk oduna yandık bazen Rüyaymış aldandık bazen Geçip gitti aşk kervanı.Saçlarıma aklar düştü Gönül kuşu erken uçtu Görmedim yanımdan geçti Geçip gitti aşk kervanı.   Ertürk DemirciKayıt Tarihi : 30.1.2008 09:34:00"
579,Murat Tali,Aşk mı? Sevmek mi?,https://www.antoloji.com/ask-mi-sevmek-mi-siiri/,"Sevmek, hiç susmadan konuşmaktı. Aşk lal olmak..Sevmek, ayakta tedavi görmek gibiydi. AŞK ise karantinaya alınmak...Sevmek, her yerde her canlıya dokunmak, bir olmak ve teslimiyettir... Aşk, dokunmanın içinde yoksa eğer yaşanan şey aldatmadır...Sevmek, tutkulu bir teslimiyetti. Aşk ise ölüm gibi sadık...Sevmek, çiçeklenip ve güzelleşen bahar gibiydi Aşk ise sırılsıklam olan, yanan, içi buz kesip üşüyen dört mevsim...Sevmek, inceden inceye çalan bir müzik gibidir, aşk ise içe işleyen bir ilahidir.Sevmek, çakırkeyf bir hal ise aşk bilincini yitirmiş sarhoşluktur...Sevmek, tek başına bir başkaldırı idi. Aşk ise kitlesel bir devrim...Sevmek, hayata ritim tutmaktı, aşk ise çok sesli müzik söylemek...Sevmek ucuz bir cinayete kurban gitmek gibiydi, aşk ise toplu bir katliam...Sevmek sahipsizdi, aşk ise sahipli...   Murat TaliKayıt Tarihi : 8.1.2014 13:45:00"
580,Nihat Gülle,Hani yar aşkın esrar-ı hikmetinden konuşacaktık seninle,https://www.antoloji.com/hani-yar-askin-esrar-i-hikmetinden-konusacaktik-seninle-siiri/,Hani yar aşkın esrar-ı hikmetinden konuşacaktık seninle Birlikte çileye girip yar ile işrete dalacaktık melalinle Gir sema ya aşk ile gel yane yane huu deyip inleyecektik Ver sefayı aşk ı Hakka deyip yane yane eriyecektikHani Muhammedi iklime girip aşk ile zikredecektik  Birlikte ol dostun elinden kevseri içecektik Gir sema ya aşk ile gel yane yane huu deyip inleyecektik Ver sefayı aşk ı Hakka deyip yane yane eriyecektikHani gönül aleminde ilahiler yazıp besteleyecektik Birlikte aşkın peymanesini içip içip sızacaktık Gir sema ya aşk ile gel yane yane huu deyip inleyecektik Ver sefayı aşk ı Hakka deyip yane yane eriyecektikHani kaf dağı arkasına birlikte uçan anka olacaktık Birlikte kanatlanıp  ol dostun illerine uçacaktık Gir sema ya aşk ile gel yane yane huu deyip inleyecektik Ver sefayı aşk ı Hakka deyip yane yane eriyecektikHani gözyaşımızla yoğrulan bir mana aşı pişirecektik Birlikte sevda şarkımızı dört bir düele dağıtacaktık Gir sema ya aşk ile gel yane yane huu deyip inleyecektik Ver sefayı aşk ı Hakka deyip yane yane eriyecektikNihat Gülle Şair ve yazar   Nihat GülleKayıt Tarihi : 5.5.2011 03:17:00
581,Hasan Hüseyin Bal,Tası tarağı topla aşk bitti,https://www.antoloji.com/tasi-taragi-topla-ask-bitti-siiri/,Tası tarağı topla Aşk bitti aşk sevgilim Olmuyor sevmek zorla Aşk bitti aşk sevgilimCan çekişen kalbimin Fişini yeni çektim Anılara yolcusun Biletini yar kestim Dönüp gelme geriye Neyin varsa ben verdim Anılara yolcusun Biletini yar kestimHer aşk olgunlaşmıyor Sabırlar tükeniyor Yıldızlar barışmıyor Aşk bitti aşk sevgilim   Hasan Hüseyin BalKayıt Tarihi : 26.2.2013 13:13:00
582,Fuat Gürsoy,Gönül Meyhanedir!,https://www.antoloji.com/gonul-meyhanedir-2-siiri/,GÖNÜL MEYHANEDİR..+ Üzümünü yede  sıkma suyunu Gönül meyhanedir aşk kadehte mey Senin aşkın her an oynar oyunu Gönül meyhanedir aşk kadehte meyEzelden içmişim aşk sarhoşuyum Seven gönüllerin ben bir hoşuyum Sen bu yolun düzü ben yokuşuyum Gönül meyhanedir aşk kadehte meyKadehler dolsun da içilsin meyler Gönül zaten sarhoş o meyi neyler Ben aşığım aşık ağalar beyler Gönül meyhanedir aşk kadehte meyDoğuştan sarhoşum aşkın yüzünden Hiç gülmedi yüzüm aşka hüzünden Ölmeye razıyım inan ki dünden Gönül meyhanedir aşk kadehte mey Fuat GÜRSOY.AYDIN.10.04.2013   Fuat GürsoyKayıt Tarihi : 10.4.2013 16:02:00
583,Kenan Yavuzarslan,Masum Aşk,https://www.antoloji.com/masum-ask-13-siiri/,"Vuslatı düş kılan bu sonsuzlukta Biz küçük hissedar, kasım olan aşk Mutluluk da ondan umutsuzluk da İyiye kötüye hısım olan aşkSahte bir rüyada yaşamaktayız Ömrümüz afakî hatta yoktayız Senle ben resimde iki noktayız Tuvali işleyen, rasim olan aşkKamışı ağlatan neyzene nefes Vatanı hapseden serçeye kafes Güneşi doğuran ufuktan enfes Sabah ılgıt ılgıt nesim olan aşkAteşi dağ etse zalimin şahı Arzdan azad eyler cümle izahı Âli Mihman edip Halilullah’ı Gülizara dönüp besim olan aşkKâmile iltifat cahile zahmet Ezelden ebede âleme rahmet Varlığa müstenid, sebeb-i Ahmet Cemaline hürmet, asım olan aşkBaşka hiçbir şeyle olmaz kıyası Nefsin zabıtası, mümin mayası Günahkâra bile cennet rüyası Doğmamış bebekten masum olan aşk   Kenan YavuzarslanKayıt Tarihi : 14.4.2014 16:09:00"
584,Turan Gül,Aşk Olsun,https://www.antoloji.com/ask-olsun-33-siiri/,Bahçeydim bozuldum Buzuldum çözüldüm Var idim kayboldum Bulana aşk olsunHayatın cilvesi Dünyanın çilesi Kesilir nefesi Duyana aşk olsunKaranlık gecede Kap kara bir yerde Mutluluk nerede Görene aşk olsun   Turan GülKayıt Tarihi : 13.2.2007 11:06:00
585,Türkan Yılmaz,Aşk  Acısı  Yaktı  Kalbimi,https://www.antoloji.com/ask-acisi-yakti-kalbimi-siiri/,"AŞK ACISI YAKTI KALBİMİ Yar sende benim gibi ağladınmı  Aşk acısı yaktı kalbim her gece  Allar yerine kara bağladınmı  Aşk acısı yaktı kalbim her gece Kalbimi aşk ateşiyle dağladım  Coşkun sular seller gibi çağladım  Bu tatlı canı yoluna adadım  Aşk acısı yaktı kalbim her gece Aşkın yüzünden ben yanıp pişerim  Sevdan ile dağı taşı aşarım  Hasta olupda yataklara düştüm  Aşk acısı yaktı kalbim her gece Sevenin yolu her akşam gözlenir  Aşık olan sevdalıya seslenir  Özlemle her gün ayrı hüzünlenir  Aşk acısı yaktı kalbim her gece Süzerek derin bakan o, gözlerin  Nerde kaldı canım cicim sözlerin  Kalbime derin yara verdi elin  Aşk acısı yaktı kalbim her gece Kalbimden gitmez bu sancılı közün Mermi gibi batarmış sahte sözün  Akşam oldu kalbime çöker hüzün  Aşk acısı yaktı kalbim her gece Senden başkasını görmezki gözüm  Bir gün olsun sensiz gülmez bu yüzüm  Yar aşkımıza sensin bir tek çözüm  Aşk acısı yaktı kalbim her gece Aşkım gökde bulutlarla dolaştı  Derya gönlümüzde ummana aktı  Türkan her gece hayelinle yattı  Aşk acısı yaktı kalbim her gece * * (Şiir)  *** * * Türkan  Yılmaz * * *   Türkan YılmazKayıt Tarihi : 10.7.2012 13:55:00"
586,Necati Şimşek,Aşk,https://www.antoloji.com/ask-1058-siiri/,"Sağımız aşk, solumuz aşk Eğri büğrü yolumuz aşk İçimiz aşk, dışımız aşk Boşumuz hem dolumuz aşk..Çok severiz deli gibi Eser bahar yeli gibi Ne fırtına nede tipi Olmaz bizim kulumuz aşk..Gözyaşları döner sele Takılmaz hiçbir engele Gün gün, ay ay, hatta sene Billur gibi durumuz aşk..Gönüllere yuva yapar, Yolu bazen biraz sapar Güzellere kalır naçar Çirkinlerde sözümüz aşk..Korlar yakar sinemizde, Ateş yanar tepemizde, Gündüzde ve gecemizde, Düşündüren yüzümüz aşk..Evvelleri ve öncesi İnsanların bilmecesi Sevmeyenlerin gecesi Seven kalpte nurumuz aşk..26.07.2007 Necati ŞİMŞEK Ankara   Necati ŞimşekKayıt Tarihi : 4.8.2007 17:06:00"
587,Hüseyin Bacanak,Aşk?,https://www.antoloji.com/ask-1576-siiri/,"Bilinmez aniden başlar, Sırılsıklam yapıp ıslar, Sükuti hayale salar, Aşk işte, aşk böyle şeydir.Bazen akıla ziyandır, Bazen başına beladır, Kor ateşlere salandır, Aşk işte, aşk böyle şeydir.Yakıp kavurup gidendir. Buzlu sular içirendir, Kuru ekmek yedirendir, Aşk işte, aşk böyle şeydir.Bazen candan bezdirendir, Acı acı güldürendir, Balı zehre çevirendir, Aşk işte, aşk böyle şeydir.Bazen başı karlı dağdır, Bazen tipiyle borandır, Bazen çiçekli bahardır Aşk işte, aşk böyle şeydir.Koca dünyayı dar eder, Samanlığı seyran eder, Bazen de canından eder, Aşk işte, aşk böyle şeydir.31.05.2009 Keçiören/Ankara   Hüseyin BacanakKayıt Tarihi : 31.5.2009 03:27:00"
588,Berkan Koloğlu,___  İlahi Aşk ___,https://www.antoloji.com/ilahi-ask-21-siiri/,"Erkeğin kemiğinden kadını yaratarak  İlahi kudretini ruha üflemektir Aşk. Kadın çöl rolündeyken, kurumak üzereyken Erkeği su zannedip kanarak içmektir Aşk.Ab-ı hayat hissiyle çöl bana muhtaç deyip Bir an evvel isteyip çöle kavuşmaktır Aşk. Çöle kavuştuğu an, o yangını hissedip Çölden sıcak olarak yanmanın adıdır Aşk.O yangını tadınca suyunu zerk ederek Yangından kurtulmaya çare aramaktır Aşk. Dağın zirvesindeyken dağ altında kalınsa  Yine sevda dağına koşup tırmanmaktır Aşk.Kendini volkan bilip, volkandaki lavların Adresini kadında aramanın adı Aşk. Volkandaki lavların dışa püskürmesiyle Ve Allahın izniyle! Gebe bırakmaktır Aşk. Bebek adlı meleği, hayata ikram için  O meleğe rahimde açılan defterdir Aşk. İlahi kudretiyle tek zerreden, bedene Ulaşmanın çözülmez, sırrındaki… sırdır Aşk. RAB’ dır her şeyden önce aşkı ile yaratan Yaratmakla tattığı, duygunun tarifi Aşk. Annenin karnındaki bebekler melek ise ALLAH’IN meleğine olan sevdasıdır Aşk.Daha bebek rahimde canı bulduğu anda Anne adayındaki değişen dünyadır Aşk. Biraz olsun karnında hareket hissedince Yumuşak dokunuşla karnı okşamaktır Aşk.Kımıltı olduğu an farkı fark ettiğinde Her şeyden sakınmanın fedakârlığıdır Aşk. Feryat figana rağmen günü gelip doğarken  Unutulan sancının tebessümündedir Aşk.Kucağa alır almaz göğsüyle tanıştırıp Soğurup doyurarak başı okşamaktır Aşk. Ağlamasın diyerek bir kere düşünmeden Canı feda etmeyi candan istemektir Aşk.Bebeği kucaklayan annenin öz kokusu Anne ile bebeğin gizli büyüsüdür Aşk. Babanın elindeki nasırın katlarını Tene deymesin diye, gözle sevmesidir Aşk.Şefkatli elleriyle başını okşayarak Geleceği düşünüp, derin iç çekişi Aşk.  Babanın gizli gizli döktüğü gözyaşında Her şeyi feda etme, gayretinde gizli Aşk.Kısmeti açık olsun, elden eksik kalmasın Diye geceler boyu çabanın tarifi Aşk. Bir tebessüm uğruna bittim dediği anda Yetmişine gelse de çalışma gücüdür Aşk.Yavaşça büyür bebek gençliğine yol alır Yola devam ettikçe gideceği adres Aşk. Karşı cinsini tanır tanıyıp yakalanır Yakalanmak uğrunda çektiği acıdır Aşk.Gönlüne set çekersen içinde kaybolmaktır Coşup giden ırmağın öfkesine benzer Aşk. Ona sığınmadıkça içinde boğulmaktır Okyanus ortasında sığınacak ada Aşk.Yeter ki nasip olsun, ömre bile bedeldir  Hangi yaşta olsa da her zaman aranır Aşk. Beşeri aşkı tadan gerçeğini ararsa Yaratılan her şeyin detaylarındadır Aşk.Her detay düşünülmüş.. İş arayıp bulmaktır Rabbin imzaladığı yürek üstündedir Aşk. O halde bilmek gerek, Gönül Kâbe diyorsa Kâbe yıkıp geçmeden, Hakk’a Yürümektir Aşk.   Berkan KoloğluKayıt Tarihi : 26.5.2008 04:31:00"
589,İhsan Arı,Aşk Ve Harf,https://www.antoloji.com/ask-ve-harf-siiri/,Aşk Ve HarfAşk aklın ölçeğine uzun Kısa dar bol  Yol ötesi yol İz tutar Aşk harflere sığmaz da  Harfler hayatı yutar2008.03.04www.art-arinim.comkitapları: dilfabe halfabe dilhat dilhal   İhsan ArıKayıt Tarihi : 18.10.2008 11:37:00
590,Sami Bağcı,ŞH- Aşka Dair,https://www.antoloji.com/sh-aska-dair-siiri/,"Aşklar var, sıradan ilişki Aşklar var, bomboş içi Kimisi aşk zanneder cinselliği Ama aşk var canını veresi Aşk var, sevdikçe yüceltir sevgiliyi.(Şahika)   Sami BağcıKayıt Tarihi : 31.8.2008 13:14:00"
591,İsmet Bozkurt,Aşk Yaşamak,https://www.antoloji.com/ask-yasamak-siiri/,"Sevmek gönül suçun değil Aşk yaşamak senin hakkın Dünya zalim için değil Aşk yaşamak senin hakkın.Kapındayım gel çevirme Bu sevdaya ceza verme Dur kalbine hesap sorma Aşk yaşamak senin hakkın.Ömrümü al feda olsun Yanan yürek sefa bulsun Benim sonum, kolun olsun Aşk yaşamak senin hakkın.Bu yol senden öte gitmez Aşk yakmazsa duman tütmez Vur hançeri kanım akmaz Aşk yaşamak senin hakkın.Anlatırım seni sana Tek bir sözdür vuslat bana Seviyorum anlasana Aşk yaşamak senin hakkın.   İsmet BozkurtKayıt Tarihi : 30.12.2008 12:41:00"
592,Mehmet Dumanlı,Adı...,https://www.antoloji.com/adi-12-siiri/,"Aşkları, sevdaları, özlemleri bir başkadır, Gözyaşları, hisleri, çılgınlıkları hep aşkadır, Aşk dediğin ne ki senin, kim kimi sevmiş mi?  Ondaki aşk bunlar değil,  onda aşk bir başkadır. Sever deliler gibi sevdiğini söylemez gizler, Fırtınalar kopsa da içinde dosttan bile gizler, Yaşlar akarken içine, gözler hıçkırığı gizler. Ondaki aşk bunlar değil,  onda aşk bir başkadır. Yorulmaz,  yılmaz, solmaz daha neler neler, Bin kez yutkunur, susar bir kez söyler, Yaralı kuş gibidir, yaralı kuşları besler, Ondaki aşk bunlar değil,  onda aşk bir başkadır. Dışından dağ gibidir, yüreği ise yufka mı yufka Onunla bir başka bakılır, bir başka ufka Acılar kendinde saklı,  tebessüm ise  vücutta hırka, Ondaki aşk bunlar değil,  onda aşk bir başkadır. Adı gibi özel, adı gibi güzel, adı gibi narin, Hep bellidir,  güzeldir onun dağarcığında yarın, Kim istemez olsun benimde böyle bir yarim, Ondaki aşk bunlar değil,  onda aşk bir başkadır. Tanımalısın,  tanımalısın,  yakından tanımalısın, Tanımadıysan,  tanımadığına hayıflanmalısın, Tanımadan öncesini tanıdığında yok saymalısın, Ondaki aşk bunlar değil,  onda aşk bir başkadır. Sevene aşk, dosta aşk, arkadaşa aşk, yaşama aşk, Yaşarken yaşadığına inat,  sonuna kadar aşk, Bu kadar çıkarsız olabilir, bu kadar, bu aşk, Ondaki aşk bunlar değil,  onda bir başkadır aşk. 08.11.2007   Mehmet DumanlıKayıt Tarihi : 8.11.2007 18:34:00"
593,Mehmet Emin Yeşilmen,ACl ÇEKMEKTİR AŞK,https://www.antoloji.com/acl-cekmektir-ask-siiri/,"Aşk, Aşk, Aşk.., Bir katil kadar zalimdir.Acı çekmektir. Emzirme vaktindeki bebeği annesinden ayırmak gibidir acısı. Rezilliktir aşk. Sefalet içinde yıllarını perişanca savurmak gibidir. Nankör, bencil, faşist ve acımasızdır aşk.Şehitler köprüsünde cesetlerin suda yüzmesi Ve panzer tekerleklerinin kanla boyanması kadar kahpedir aşk.Savaşa hayır diyen anneyi susturmak kadar gaddardır aşk.Prangaları artık taşıyamayan genç kızların ayaklarındadır aşk.Her gün hiç bıkmadan bir daha ve bir daha ölmektir aşk.İşkenceden geçen devrimci ruhlu gençlerin Ve hücredeki anarşistin dört duvara olan öfkesidir aşk.Nefret doğurmaktır aşk. Aldatıp yalanlar oluşturan uzaklıktır aşk.Çekip gitmek uzaklara, Zaman kavramını silip, aşksızlıklara..,Çünkü, ACI ÇEKMEKTİR AŞK..,                                                                 Ocak 2008 Batman   Mehmet Emin YeşilmenKayıt Tarihi : 10.5.2008 19:17:00"
594,Bayram Tunca,Doldurdun-Soldurdun+,https://www.antoloji.com/doldurdun-soldurdun-siiri/,"Önce hülyalarımı, sonra rüyalarımı doldurdun Önce sevgini, sonra da aşk ateşini doldurdun Aşk mengenesiyle, saçımı sakalımı yoldurdun Nazla ömrümü bitirip, beti benzimi soldurdun02.07.2001-15:30'Aşk Ateşten Gömlek'   Bayram TuncaKayıt Tarihi : 7.7.2001 10:07:00"
595,Düzgün Gökhan,Aşk Benim,https://www.antoloji.com/ask-benim-siiri/,Asksiz kendisi olmaz hic kimse<....................   Düzgün GökhanKayıt Tarihi : 2.1.2001 07:47:00
596,Mehmet Sait Şimdi,Hasret Özlem Olmadan,https://www.antoloji.com/hasret-ozlem-olmadan-2-siiri/,"HTML,BODY{cursor: url('http://downloads.totallyfreecursors.com/cursor_files/HeartBlue.ani') , Hasret özlem olmadan aşk olurmu birtanem Gözlere yaş dolmadan aşk olurmu birtanem Sen güldür ağlat bazen, Sen öldür yaşat bazen Yoksa sıcak bir busen aşk olurmu birtanemOlurmu olurmu aşk olurmu birtanem Olurmu olurmu aşk olurmu birtanemBen sana vurulmadan hasretle sarılmadan Küsmeden darılmadan aşk olurmu birtanem Ömrünü sermiyorsan  Arayıp sormuyorsan  Elini vermiyorsan aşk olurmu birtanem   Mehmet Sait ŞimdiKayıt Tarihi : 24.12.2004 17:44:00"
597,Murat Çeri,Aşk,https://www.antoloji.com/ask-297-siiri/,Aşk sır tutan kalemlerin mürekkebi  Artık sözler ak silgileri aklayacak Aşk bugünden yarına kalan nebi Yagmurlarla gözyaşı saklayacakAşk haykırıştır ölüm diye sev beni Agladıkça sen beni paris mekkeyi Haykırışın sükutumu anlayacak   Murat ÇeriKayıt Tarihi : 2.11.2004 23:33:00
598,Süleyman Saylan,Başım Dönüyor..,https://www.antoloji.com/basim-donuyor-siiri/,"BAŞIM  DÖNÜYOR..Yıllarca küllenen sevda derdimden Üfürüp külleri közler örüyor,  Bir duygu dalgası coştu kalbimden Sevgi ipliğiyle bir aşk örüyür Ben aşk sarhoşuyum başım dönüyor.Kıvılcım çakıyor damarlarımda,  Yanıyor yüreğim senin aşkınla,  Sen de değilsin belki farkında... Bakışın yakarak bir aşk örüyür,  Ben aşk sarhoşuyum başım dönüyor.İnan ki suçsuzum seni severken,  Farkında olmadan kapılmışım ben,  Aşk aydınlığından zindana düşen... Hasret çeksem bile bu aşk büyüyor,  Ben aşk sarhoşuyum başım dönüyor.Süleyman  SAYLAN (Ankara,01.07.1993, Saat: 15.15)   Süleyman SaylanKayıt Tarihi : 13.10.2003 17:37:00"
599,Koray Aksoy,Aşk Var,https://www.antoloji.com/ask-var-15-siiri/,"aşk var orada bir yerlerde teline sıkışmış bir notada -sazların- çeşmelerdeki yosun yansımasında gecelerin yıldız kaymalarında saklı sadece hatırlanan anlarında değil kırılmış binlerce sırça kalplerde -aşk var-aşk var gemilerin direklerinde savruk yol hikayelerinde sıcak, demli bir çayda -aşk var-süreyyasında aşk var gökyüzünün tubasında cennetin ve ezgisinde tüm şarkıların kuşların sebepsiz cıvıltılarında kuytuda inmek zorunda kalan yolcularda mendireklerde balık tutan balıkçılarda ağlamayı unutan tüm gözlerde -aşk var-hiç bitmeyecek sanılan şarkıların tükenmiş sözleri kömüre çalmış gözlerin bıkkınlığı yahut yıldızımın artık yerinde olmayışı… sindirilmişliğim… biliyorum aşk var…   Koray AksoyKayıt Tarihi : 21.8.2013 14:21:00"
600,Bayram Eser,Aşk Yeniden,https://www.antoloji.com/ask-yeniden-14-siiri/,“aşkı soruyorsun bana nedir diye aşk kendini başkasına kaptırmaktır üzülüyorsun ben ne olacağım diye senin kendin olma halinden çıkmaktıraşık olunca ağlarsın gecelerce aşk şiirleri yazarsın hecelerce aşk öyle bir enerjidir ki günlerce  karanlıkta yüksek voltaj şavkımaktırumut yok yeniden kendine gelmene sebep bulamıyorsun onu sevmene emin ol gerek de yok bunu bilmene  bilirsin aşk sebepsiz yere sevmektirkarşılıksız olursa aşk uzun sürer sevileni değil de seveni üzer bitince de patlamış balona benzer akıl tutulmasıdır aşk salaklıktırhiç düşünmeden birine tutulursun zincirlersin kendini ama mutlusun aşıksan matematiği unutursun aşk birlebirin toplamı bir demektirdüz yollardan çıkmaz yollara saparsın önce yapmadığın her şeyi yaparsın sahibine köleler gibi taparsın durmadan kuyruk salla aşk köpekliktirartık tamamdır diye umutlanırsın uçmak üzeresindir kanatlanırsın ama aniden öyle kalakalırsın aşk vakitsiz kırılıp terkedilmektirseni senin sevdiğin gibi sevince sevişip ayağın yerden kesilince ayakların yok başın göğe değince karşılıklıysa aşk kanatsız uçmaktırbüyük dağları ben yarattım duygusu iki kişiden birlik yapma vurgusu birlikte bir dünya kurma tutkusu aşk asla ve asla pişman olmamaktır…” 18.02.2011   Bayram EserKayıt Tarihi : 7.4.2011 18:13:00
601,Adem Durmazer,Aşk Denilen Şey,https://www.antoloji.com/ask-denilen-sey-3-siiri/,Var da görünmez göze Damla damla iner öze Benzer kömüre köze Adına aşk denilen şeyNe elenir ne de seçilir Ne ekilir ne de biçilir Ne yenilir ne de içilir Adına aşk denilen şeyDostluklardan caydırır Zamanı an ve an saydırır İnsanın ayağını kaydırır Adına aşk denilen şeyHem ota konar hem güle Ötmeyi öğretir bülbüle Gömer sönmemiş küle Adına aşk denilen şeyAşık der göz yumana Dert verir huzur umana Boğuverir sise dumana  Adına aşk denilen şeyKuma getirir eski eşe Küstürür dosta kardeşe Kime keder kime neşe Adına aşk denilen şeyİster zengin ister serseri Anlayan varsa gelsin beri Vallahi döktürür ecel teri Adına aşk denilen şey           Adem Durmazer   Adem DurmazerKayıt Tarihi : 15.1.2010 23:13:00
602,Osman Taşpınar,Aşk olsun,https://www.antoloji.com/ask-olsun-95-siiri/,Düştük günah girdabına Çıkarana aşk olsun Düşürdü şeytan tuzağına Kurtarana aşk olsun.Beni benden aldı gitti Ağlatıp da güldü gitti Üç kuruşa sattı gitti Geri alana aşk olsunBilmem neyidi suçumuz Erken ağardı saçımız Yetmişe geldi yaşımız Döndürene aşk olsun.Tüm kötülük sardı beni Kararttılar beyaz teni Feleğe olan sitemi Duyurana aşk olsun.Döndük doğru yolumuzdan Şüphe var mı kanımızdan Ne kaybettik şanımızdan Bildirene aşk olsun.Yörüğümün göz yaşını İçindeki sırdaşını Hakka olan duasını Duyurana aşk olsun.   Osman TaşpınarKayıt Tarihi : 25.10.2005 17:02:00
603,Selçuk Özdemir,Aşk mı?,https://www.antoloji.com/ask-mi-9-siiri/,"aşk mı? AŞKBenim için Aşk Sabahları mutluluk, gündüzleri hasret, akşamları sevinçtir... Aşk sevgilinin gözlerinde yaşama sebebi bulmaktır. Aşk eldeki iki yarım elmadan büyük olanını sevgiliye vermektir. Aşk için sızlasa da sevgilinin yüzüne gülümseyebilmektir. Aşk susuzluk öldürecek olsa da bardağı önce ona uzatmaktır. Aşk iki elin tutmaz olsa da onu sırtında taşıyabilmektir. Aşk almadan verirken gocunmamaktır. Aşk gözlerini kapattığında onun kokusunu duyabilmektir. Aşk bağıra bağıra 'seviyorum' diyebilmektir.. Aşk sen soğuk karların içindeyken içini ısıtan ateştir. Aşk yaşarken ölmek ya da öldükten sonra yaşayabilmektir. Aşk köklerini dünyaya salmış somut bir değerdir -? ? ? Aşk bir avuç kum içindeki bir kaç parça altın gibidir! ! ! Kum parmaklarınızın arasından kayarken, tek düşündüğünüz altının sonunda avucunuzda kalmasıdır... Sonunda altın avucunuzda öyle veya böyle kalır... Daha sonra anlarsınız ki... Gerçek Aşk o akan kumlardaymış. Aşk belki sevilmeden sevmek demektir. Aşk ellerinle onun ellerini tutarken gözlerinin içine bakıp pembe düşler kurmaktır. Aşk sevgili için her şeyini verebilmektir...Karşılıksızsa sabahtan akşama kadar ağlamak Aşk. Bence aşk kendini unutup başkasını yaşamaktır. Aşk acı çekmektir. Bir yudum suyun olsa bile onunla paylaşmaktır. Geceleri uykusuz kalmak, sabahları da koşarak onun yanına gitmektir. Her an yanında olsa bile, yine de onu özlemektir. Onu bir çiçekten bile kıskanacak, ama son nefesini bile ona verecek duruma gelmektir. İşte aşk budur ve ben sana AŞIĞIM! ! !   Selçuk ÖzdemirKayıt Tarihi : 1.3.2005 10:26:00"
604,Zeliha Bicer ,Aşk Seni Sevmekse,https://www.antoloji.com/ask-seni-sevmekse-siiri/,Aşk seni sevmek ise Aşk sana dokunmaksa Aşk sensizlikte Gün doğumunu seyretmekse Ve aç susuz kalmaksa sensizlikte Acı ise soluksuz  Anlaşılmamaksa satırlarda Bir telefon sesinde değilse sevdiğin Karşılığı yok demektir sevmenin   Zeliha Bicer Kayıt Tarihi : 10.5.2007 09:29:00
605,Yahya Yahşi,Aşk bitmez,https://www.antoloji.com/ask-bitmez-5-siiri/,"Aşk bitmez,aşk her daim can pazarında Aşk yaşanır,izi kalır hatıralarda. Aşk hayalde,aşk kalır kasımpatıda. aşkın izi silinmez,aşk düşmüşse bir kere gönlüne. silemezsin buğulu camlardan. çekip gitmelere bakmaz aşk. Islak düşlerin onsuz sabahından, Aşk düşer yine perdelere... Aşk bitmez!  rengarenk balon olsa, uçsa ellerinden, Aşk bitmez. yaşanır içinde,yaşanır verilen her nefeste. aşkı söndüremezsin. Aşk tüter içinde. hücrende,zerrende,bir bakışta. Aşk saklanır hayat bulduğu yerde.   Yahya YahşiKayıt Tarihi : 1.3.2009 04:14:00"
606,Kerem Muratoğlu,Kalpten Sızıntılar,https://www.antoloji.com/kalpten-sizintilar-siiri/,"İnsan...Yüce varlık İnsan...Bir parça et,üç-beş damla kan İnsan...Çözülemeyen bilmece İnsan...Davetsiz misafir İnsan...TamlayanGeceler...Hüzün çiçeği Geceler...Ayrılık Geceler...Muhasebe Geceler...Şiir tadında manalı Geceler...Aşk deryasında gezintiAşk...Sonsuzluğa ulaşan yol Aşk...Yaşamın rengi Aşk...Katışıksız insan Aşk...Sessiz yar Aşk...Sönmez ışıkHayat...Sonsuzluğa kanat çırpma Hayat...Öteye kurulan köprü Hayat...Gurbet Hayat...Anlam bilgisi Hayat...Varlık,İnsan,Aşk ve Geceler   Kerem MuratoğluKayıt Tarihi : 30.3.2007 15:43:00"
